road_id,hour,day_of_week,weather,is_holiday,road_capacity,road_length_km,historical_flow,avg_speed_kmh
5-11,4,Friday,rain,1,3100.0,7.9,100,50.52
5-11,0,Saturday,rain,0,3100.0,7.9,100,49.4
5-11,2,Tuesday,clear,1,3100.0,7.9,100,55.43
5-11,21,Monday,cloudy,1,3100.0,7.9,136.23,50.22
5-11,18,Thursday,cloudy,0,3100.0,7.9,100,50.87
5-11,10,Saturday,clear,0,3100.0,7.9,100,47.05
5-11,15,Tuesday,clear,1,3100.0,7.9,100,48.78
5-11,12,Sunday,fog,1,3100.0,7.9,140.38,51.72
5-11,6,Sunday,cloudy,1,3100.0,7.9,100,55.42
6-9,9,Thursday,fog,1,1800.0,2.2,100,45.5
6-9,18,Sunday,rain,0,1800.0,2.2,100,39.91
6-9,14,Thursday,fog,0,1800.0,2.2,100,50.22
6-9,8,Saturday,fog,1,1800.0,2.2,100,40.92
6-9,11,Thursday,cloudy,0,1800.0,2.2,100,51.97
6-9,10,Thursday,rain,0,1800.0,2.2,100,40.45
6-9,5,Saturday,fog,0,1800.0,2.2,100,48.72
6-9,5,Tuesday,clear,1,1800.0,2.2,100,52.15
6-9,15,Monday,clear,0,1800.0,2.2,100,46.76
6-9,22,Sunday,clear,0,1800.0,2.2,100,51.45
6-9,10,Thursday,fog,0,1800.0,2.2,100,45.56
6-9,1,Monday,rain,1,1800.0,2.2,100,50.53
6-9,2,Wednesday,cloudy,0,1800.0,2.2,100,53.85
6-9,12,Thursday,clear,0,1800.0,2.2,100,56.53
6-9,12,Sunday,cloudy,0,1800.0,2.2,100,53.95
6-9,20,Friday,cloudy,1,1800.0,2.2,100,53.97
6-9,10,Thursday,rain,0,1800.0,2.2,145.3,38.94
6-9,16,Sunday,fog,0,1800.0,2.2,147.34,43.9
6-9,22,Saturday,cloudy,0,1800.0,2.2,100,52.25
6-9,11,Thursday,rain,1,1800.0,2.2,100,50.34
6-9,18,Monday,rain,0,1800.0,2.2,131.43,44.82
6-9,4,Saturday,cloudy,0,1800.0,2.2,100,51.07
6-9,0,Sunday,cloudy,0,1800.0,2.2,100,54.08
6-9,13,Friday,cloudy,0,1800.0,2.2,100,52.05
6-9,7,Wednesday,cloudy,0,1800.0,2.2,100,47.32
6-9,15,Tuesday,rain,1,1800.0,2.2,109.76,44.01
6-9,10,Sunday,clear,0,1800.0,2.2,100,48.66
6-9,15,Saturday,cloudy,0,1800.0,2.2,111.23,46.85
6-9,18,Tuesday,clear,1,1800.0,2.2,100,47.78
6-9,13,Monday,cloudy,0,1800.0,2.2,100,54.17
6-9,5,Friday,fog,0,1800.0,2.2,128.6,48.87
6-9,8,Monday,clear,0,1800.0,2.2,100,48.49
6-9,1,Wednesday,cloudy,0,1800.0,2.2,100,53.08
6-9,7,Friday,rain,0,1800.0,2.2,136.73,38.34
6-9,2,Monday,clear,0,1800.0,2.2,108.85,55.03
6-9,1,Tuesday,clear,0,1800.0,2.2,100,53.13
6-9,18,Wednesday,cloudy,0,1800.0,2.2,140.8,47.91
6-9,11,Friday,cloudy,0,1800.0,2.2,143.21,52.02
6-9,13,Monday,clear,0,1800.0,2.2,121.42,54.35
6-9,20,Wednesday,cloudy,0,1800.0,2.2,100,50.64
6-9,22,Tuesday,cloudy,0,1800.0,2.2,100,54.44
6-9,18,Monday,fog,0,1800.0,2.2,100,42.77
6-9,17,Sunday,cloudy,0,1800.0,2.2,100,46.67
6-9,13,Thursday,rain,0,1800.0,2.2,100,48.08
6-9,11,Tuesday,clear,0,1800.0,2.2,100,51.81
6-9,18,Tuesday,fog,0,1800.0,2.2,100,46.81
6-9,19,Saturday,cloudy,0,1800.0,2.2,135.53,47.42
6-9,23,Friday,cloudy,1,1800.0,2.2,100,50.24
6-9,10,Saturday,fog,0,1800.0,2.2,100,45.93
6-9,8,Thursday,fog,0,1800.0,2.2,100,42.22
6-9,3,Wednesday,cloudy,1,1800.0,2.2,100,54.64
6-9,12,Friday,fog,0,1800.0,2.2,100,50.61
6-9,17,Saturday,clear,0,1800.0,2.2,100,45.92
6-9,7,Wednesday,cloudy,0,1800.0,2.2,100,46.24
6-9,19,Thursday,fog,1,1800.0,2.2,100,44.41
6-9,22,Monday,rain,0,1800.0,2.2,122.03,46.87
6-9,1,Tuesday,fog,0,1800.0,2.2,100,50.8
6-9,18,Monday,fog,1,1800.0,2.2,125.87,42.24
6-9,13,Sunday,rain,0,1800.0,2.2,100,47.18
6-9,4,Sunday,clear,0,1800.0,2.2,100,51.86
6-9,4,Saturday,fog,0,1800.0,2.2,100,46.96
6-9,2,Saturday,rain,0,1800.0,2.2,111.66,45.35
6-9,4,Friday,rain,0,1800.0,2.2,100,45.91
6-9,17,Sunday,rain,0,1800.0,2.2,100,43.24
6-9,14,Thursday,fog,0,1800.0,2.2,100,48.75
6-9,14,Tuesday,cloudy,0,1800.0,2.2,100,54.5
6-9,15,Sunday,fog,1,1800.0,2.2,100,46.18
6-9,7,Wednesday,fog,0,1800.0,2.2,100,43.19
6-9,4,Monday,rain,0,1800.0,2.2,100,49.81
6-9,11,Monday,cloudy,0,1800.0,2.2,121.41,53.36
6-9,7,Tuesday,rain,0,1800.0,2.2,100,38.76
6-9,17,Tuesday,fog,0,1800.0,2.2,106.32,43.22
6-9,0,Friday,clear,0,1800.0,2.2,100,55.9
6-9,22,Thursday,fog,0,1800.0,2.2,100,48.12
6-9,21,Wednesday,clear,1,1800.0,2.2,100,51.73
6-9,2,Monday,clear,0,1800.0,2.2,133.66,52.77
6-9,7,Wednesday,rain,0,1800.0,2.2,100,39.84
6-9,15,Monday,fog,0,1800.0,2.2,100,44.99
6-9,15,Wednesday,rain,1,1800.0,2.2,100,41.2
6-9,3,Tuesday,fog,1,1800.0,2.2,100,47.34
6-9,4,Thursday,rain,0,1800.0,2.2,100,48.89
6-9,23,Friday,clear,1,1800.0,2.2,113.9,55.38
6-9,6,Thursday,cloudy,1,1800.0,2.2,100,49.66
6-9,9,Monday,clear,1,1800.0,2.2,100,46.32
6-9,10,Thursday,cloudy,0,1800.0,2.2,100,49.3
6-9,1,Sunday,rain,0,1800.0,2.2,101.37,46.24
6-9,22,Thursday,clear,0,1800.0,2.2,100,50.91
6-9,7,Saturday,rain,1,1800.0,2.2,100,42.72
6-9,20,Friday,cloudy,0,1800.0,2.2,100,50.56
6-9,2,Friday,cloudy,0,1800.0,2.2,100,54.44
6-9,10,Monday,clear,1,1800.0,2.2,100,46.27
6-9,3,Tuesday,cloudy,1,1800.0,2.2,100,52.15
6-9,5,Monday,fog,1,1800.0,2.2,100,46.8
6-9,3,Tuesday,fog,0,1800.0,2.2,100,51.75
6-9,3,Wednesday,cloudy,0,1800.0,2.2,100,50.25
6-9,22,Monday,rain,1,1800.0,2.2,100,50.2
6-9,8,Thursday,fog,0,1800.0,2.2,100,44.75
6-9,18,Monday,cloudy,0,1800.0,2.2,100,45.97
6-9,10,Wednesday,clear,1,1800.0,2.2,100,48.78
6-9,2,Friday,rain,0,1800.0,2.2,100,48.76
6-9,22,Thursday,cloudy,0,1800.0,2.2,100,50.58
6-9,22,Thursday,fog,0,1800.0,2.2,100,49.1
6-9,14,Thursday,clear,0,1800.0,2.2,100,52.29
6-9,7,Tuesday,fog,1,1800.0,2.2,100,44.29
6-9,8,Monday,clear,0,1800.0,2.2,100,49.37
6-9,2,Tuesday,clear,1,1800.0,2.2,100,50.61
6-9,13,Saturday,cloudy,0,1800.0,2.2,100,51.03
6-9,3,Tuesday,cloudy,1,1800.0,2.2,100,54.99
6-9,10,Friday,rain,1,1800.0,2.2,100,40.21
6-9,5,Saturday,clear,0,1800.0,2.2,100,53.26
6-9,7,Sunday,fog,0,1800.0,2.2,100,45.78
6-9,14,Sunday,cloudy,0,1800.0,2.2,100,52.13
6-9,7,Wednesday,fog,1,1800.0,2.2,100,41.41
6-9,23,Thursday,clear,0,1800.0,2.2,100,55.18
6-9,4,Monday,rain,1,1800.0,2.2,100,49.7
6-9,10,Sunday,clear,1,1800.0,2.2,100,47.92
6-9,16,Friday,clear,1,1800.0,2.2,106.02,46.84
6-9,7,Thursday,fog,1,1800.0,2.2,100,46.6
6-9,0,Sunday,rain,1,1800.0,2.2,100,46.6
6-9,2,Tuesday,fog,0,1800.0,2.2,100,50.04
7-8,20,Wednesday,fog,0,3500.0,24.5,132.19,47.78
7-8,23,Thursday,fog,0,3500.0,24.5,100,47.51
7-8,14,Sunday,rain,0,3500.0,24.5,100,47.72
7-8,17,Wednesday,clear,0,3500.0,24.5,108.7,51.64
7-8,12,Tuesday,clear,0,3500.0,24.5,100,54.03
7-8,4,Monday,cloudy,0,3500.0,24.5,100,52.95
7-8,22,Tuesday,fog,0,3500.0,24.5,100,47.36
7-8,14,Wednesday,fog,0,3500.0,24.5,100,49.3
7-8,4,Friday,clear,1,3500.0,24.5,100,56.73
7-8,16,Monday,clear,1,3500.0,24.5,100,49.61
7-8,20,Friday,cloudy,0,3500.0,24.5,104.18,53.27
7-8,10,Tuesday,clear,0,3500.0,24.5,117.08,49.87
7-8,18,Thursday,cloudy,0,3500.0,24.5,100,49.69
7-8,0,Wednesday,rain,1,3500.0,24.5,100,50.6
7-8,21,Tuesday,cloudy,0,3500.0,24.5,145.04,50.95
7-8,4,Monday,cloudy,0,3500.0,24.5,100,55.06
7-8,7,Thursday,fog,1,3500.0,24.5,100,42.99
7-8,16,Sunday,fog,1,3500.0,24.5,100,42.93
7-8,1,Saturday,cloudy,0,3500.0,24.5,100,56.1
7-8,21,Sunday,fog,0,3500.0,24.5,100,51.57
7-8,11,Monday,clear,0,3500.0,24.5,128.14,56.21
7-8,16,Thursday,rain,0,3500.0,24.5,100,44.07
7-8,6,Friday,rain,1,3500.0,24.5,100,47.32
7-8,14,Friday,clear,0,3500.0,24.5,100,57.24
7-8,8,Saturday,rain,0,3500.0,24.5,100,43.55
7-8,2,Monday,rain,0,3500.0,24.5,100,50.47
7-8,4,Sunday,rain,1,3500.0,24.5,100,48.16
7-8,3,Thursday,cloudy,0,3500.0,24.5,100,54.14
7-8,14,Wednesday,rain,0,3500.0,24.5,100,46.04
7-8,23,Friday,cloudy,1,3500.0,24.5,100,55.98
7-8,3,Friday,rain,0,3500.0,24.5,145.19,47.41
7-8,17,Sunday,rain,1,3500.0,24.5,100,44.35
7-8,17,Tuesday,rain,0,3500.0,24.5,100,44.06
7-8,5,Saturday,clear,0,3500.0,24.5,100,52.11
7-8,19,Sunday,fog,1,3500.0,24.5,100,47.43
7-8,3,Tuesday,rain,1,3500.0,24.5,100,46.01
7-8,8,Thursday,rain,0,3500.0,24.5,100,44.13
7-8,5,Sunday,cloudy,0,3500.0,24.5,100,55.15
7-8,6,Thursday,fog,1,3500.0,24.5,118.47,48.12
7-8,13,Saturday,rain,0,3500.0,24.5,100,46.75
7-8,15,Wednesday,cloudy,1,3500.0,24.5,144.45,45.18
7-8,11,Sunday,rain,1,3500.0,24.5,100,48.99
7-8,8,Friday,fog,0,3500.0,24.5,100,45.71
7-8,16,Tuesday,clear,0,3500.0,24.5,100,51.43
7-8,8,Friday,fog,1,3500.0,24.5,100,43.38
7-8,16,Saturday,fog,0,3500.0,24.5,137.61,43.74
7-8,19,Saturday,clear,0,3500.0,24.5,100,49.08
7-8,19,Friday,fog,0,3500.0,24.5,100,46.54
7-8,19,Thursday,cloudy,0,3500.0,24.5,100,48.31
7-8,12,Saturday,clear,0,3500.0,24.5,108.55,56.41
7-8,6,Sunday,clear,0,3500.0,24.5,100,57.17
7-8,21,Wednesday,clear,1,3500.0,24.5,100,52.42
7-8,6,Thursday,cloudy,0,3500.0,24.5,100,54.55
7-8,23,Monday,fog,0,3500.0,24.5,100,48.69
7-8,20,Friday,cloudy,1,3500.0,24.5,100,55.2
7-8,1,Wednesday,clear,1,3500.0,24.5,100,55.54
7-8,14,Tuesday,cloudy,0,3500.0,24.5,100,51.91
7-8,22,Saturday,cloudy,0,3500.0,24.5,121.22,54.14
7-8,13,Thursday,rain,0,3500.0,24.5,100,48.32
7-8,10,Sunday,cloudy,0,3500.0,24.5,114.14,45.66
7-8,7,Tuesday,cloudy,0,3500.0,24.5,132.57,49.17
7-8,22,Thursday,clear,0,3500.0,24.5,100,52.68
7-8,3,Tuesday,cloudy,1,3500.0,24.5,100,51.52
7-8,20,Tuesday,cloudy,0,3500.0,24.5,100,51.77
7-8,13,Tuesday,fog,0,3500.0,24.5,102.93,48.86
7-8,15,Thursday,fog,0,3500.0,24.5,100,47.16
7-8,9,Wednesday,cloudy,0,3500.0,24.5,144.71,46.9
7-8,20,Friday,cloudy,1,3500.0,24.5,137.19,50.86
7-8,11,Sunday,clear,0,3500.0,24.5,100,57.22
7-8,2,Tuesday,fog,1,3500.0,24.5,125.56,50.43
7-8,20,Sunday,cloudy,0,3500.0,24.5,100,50.38
7-8,12,Wednesday,rain,0,3500.0,24.5,114.29,49.97
7-8,13,Tuesday,fog,0,3500.0,24.5,100,53.28
7-8,6,Monday,fog,1,3500.0,24.5,100,50.18
7-8,1,Saturday,cloudy,1,3500.0,24.5,100,55.78
7-8,9,Sunday,clear,1,3500.0,24.5,100,46.12
7-8,0,Tuesday,rain,1,3500.0,24.5,110.28,48.68
7-8,7,Thursday,rain,0,3500.0,24.5,128.46,41.94
7-8,10,Monday,fog,0,3500.0,24.5,100,43.78
7-8,20,Thursday,clear,0,3500.0,24.5,100,52.42
7-8,7,Wednesday,clear,0,3500.0,24.5,100,50.68
7-8,22,Wednesday,rain,0,3500.0,24.5,100,50.4
7-8,6,Sunday,rain,0,3500.0,24.5,100,47.5
7-8,16,Wednesday,fog,1,3500.0,24.5,100,43.16
7-8,12,Wednesday,rain,0,3500.0,24.5,141.83,47.13
7-8,19,Saturday,cloudy,0,3500.0,24.5,100,45.88
7-8,9,Saturday,cloudy,0,3500.0,24.5,100.76,44.39
7-8,6,Wednesday,rain,0,3500.0,24.5,100,46.93
7-8,21,Tuesday,rain,1,3500.0,24.5,100,49.25
7-8,20,Thursday,rain,0,3500.0,24.5,100,49.92
7-8,5,Monday,cloudy,1,3500.0,24.5,100,55.75
7-8,18,Sunday,rain,0,3500.0,24.5,100,42.24
7-8,21,Monday,clear,0,3500.0,24.5,100,51.72
7-8,7,Monday,cloudy,0,3500.0,24.5,100,45.54
7-8,21,Friday,cloudy,1,3500.0,24.5,100,51.64
7-8,19,Thursday,clear,0,3500.0,24.5,100,48.78
7-8,3,Saturday,fog,0,3500.0,24.5,100,52.12
7-8,14,Tuesday,clear,1,3500.0,24.5,118.88,55.28
7-8,16,Tuesday,rain,0,3500.0,24.5,100,41.94
7-8,13,Tuesday,fog,1,3500.0,24.5,143.06,51.6
7-8,11,Wednesday,clear,0,3500.0,24.5,100,56.52
7-8,15,Monday,rain,0,3500.0,24.5,100,40.42
7-8,18,Sunday,clear,0,3500.0,24.5,100,47.48
7-8,12,Wednesday,fog,0,3500.0,24.5,100,50.41
7-8,20,Thursday,rain,0,3500.0,24.5,100,45.43
7-8,3,Tuesday,clear,0,3500.0,24.5,100,57.14
7-8,18,Monday,cloudy,0,3500.0,24.5,116.57,50.32
7-8,4,Sunday,rain,0,3500.0,24.5,100,50.31
7-8,10,Thursday,rain,0,3500.0,24.5,140.27,40.24
7-8,18,Tuesday,rain,0,3500.0,24.5,100,44.99
7-8,14,Tuesday,cloudy,1,3500.0,24.5,132.33,52.43
7-8,2,Monday,fog,0,3500.0,24.5,100,48.74
7-8,7,Monday,rain,0,3500.0,24.5,114.22,40.76
7-8,3,Tuesday,clear,0,3500.0,24.5,100,55.32
7-8,15,Friday,fog,0,3500.0,24.5,100,47.32
7-8,22,Sunday,rain,0,3500.0,24.5,100,47.18
7-8,17,Thursday,cloudy,0,3500.0,24.5,100,49.04
7-8,2,Monday,clear,0,3500.0,24.5,146.09,54.87
7-8,3,Sunday,clear,1,3500.0,24.5,142.35,54.53
7-8,3,Sunday,cloudy,1,3500.0,24.5,100,53.36
7-15,21,Thursday,cloudy,0,3000.0,9.8,100,55.88
7-15,14,Thursday,fog,0,3000.0,9.8,100,50.89
7-15,10,Friday,cloudy,0,3000.0,9.8,105.15,45.46
7-15,9,Wednesday,cloudy,0,3000.0,9.8,148.76,47.21
7-15,3,Monday,fog,0,3000.0,9.8,100,49.97
7-15,0,Saturday,cloudy,0,3000.0,9.8,100,50.37
7-15,17,Wednesday,rain,0,3000.0,9.8,100,44.71
7-15,0,Wednesday,fog,0,3000.0,9.8,100,53.07
7-15,20,Saturday,rain,0,3000.0,9.8,100,50.54
7-15,20,Monday,cloudy,0,3000.0,9.8,100,54.37
7-15,3,Saturday,fog,0,3000.0,9.8,100,51.9
7-15,22,Friday,cloudy,1,3000.0,9.8,146.35,51.46
7-15,9,Tuesday,rain,0,3000.0,9.8,100,39.49
7-15,5,Sunday,cloudy,1,3000.0,9.8,100,56.1
7-15,22,Sunday,fog,0,3000.0,9.8,134.12,47.1
7-15,17,Saturday,clear,1,3000.0,9.8,100,50.52
7-15,3,Saturday,clear,0,3000.0,9.8,100,52.81
7-15,17,Thursday,clear,1,3000.0,9.8,100,46.96
7-15,15,Friday,rain,0,3000.0,9.8,100,44.59
7-15,11,Monday,fog,0,3000.0,9.8,100,51.21
7-15,11,Saturday,rain,0,3000.0,9.8,100,50.76
7-15,13,Friday,cloudy,0,3000.0,9.8,100,50.58
7-15,16,Saturday,cloudy,0,3000.0,9.8,100,47.15
7-15,14,Monday,clear,0,3000.0,9.8,119.33,52.76
7-15,2,Wednesday,clear,0,3000.0,9.8,100,56.3
7-15,15,Thursday,rain,0,3000.0,9.8,100,40.63
7-15,12,Friday,fog,0,3000.0,9.8,100,51.93
7-15,12,Sunday,fog,1,3000.0,9.8,100,49.39
7-15,0,Friday,clear,1,3000.0,9.8,100,56.74
7-15,16,Wednesday,cloudy,0,3000.0,9.8,100,45.21
7-15,1,Saturday,fog,1,3000.0,9.8,100,48.72
7-15,23,Monday,rain,0,3000.0,9.8,100,47.43
7-15,10,Friday,rain,0,3000.0,9.8,100,41.46
7-15,16,Wednesday,cloudy,0,3000.0,9.8,100,46.39
7-15,3,Saturday,fog,0,3000.0,9.8,110.98,49.56
7-15,19,Tuesday,cloudy,0,3000.0,9.8,100,48.75
7-15,9,Saturday,clear,1,3000.0,9.8,100,48.66
7-15,4,Sunday,rain,0,3000.0,9.8,100,48.15
7-15,8,Tuesday,cloudy,0,3000.0,9.8,100,44.94
7-15,5,Monday,clear,0,3000.0,9.8,117.02,53.7
7-15,16,Saturday,clear,0,3000.0,9.8,113.58,48.34
7-15,7,Sunday,cloudy,0,3000.0,9.8,100,46.01
7-15,13,Friday,fog,0,3000.0,9.8,100,47.62
7-15,21,Wednesday,clear,0,3000.0,9.8,100,54.9
7-15,8,Saturday,fog,1,3000.0,9.8,149.33,44.75
7-15,11,Tuesday,cloudy,0,3000.0,9.8,100,51.86
7-15,17,Sunday,cloudy,0,3000.0,9.8,100,45.83
7-15,5,Saturday,rain,0,3000.0,9.8,100,48.43
7-15,17,Tuesday,rain,0,3000.0,9.8,100,44.54
7-15,9,Sunday,fog,0,3000.0,9.8,100,41.59
7-15,23,Monday,cloudy,0,3000.0,9.8,100,53.37
7-15,7,Saturday,rain,0,3000.0,9.8,100,39.23
7-15,23,Friday,clear,0,3000.0,9.8,100,54.84
7-15,5,Sunday,fog,0,3000.0,9.8,102.58,51.58
7-15,9,Friday,fog,0,3000.0,9.8,100,42.74
7-15,7,Sunday,cloudy,0,3000.0,9.8,100,49.85
7-15,17,Thursday,rain,0,3000.0,9.8,100,41.72
7-15,10,Monday,rain,0,3000.0,9.8,100,45.13
7-15,3,Saturday,rain,0,3000.0,9.8,100,50.78
7-15,6,Sunday,fog,0,3000.0,9.8,107.51,48.85
7-15,20,Wednesday,fog,0,3000.0,9.8,100,51.76
7-15,5,Saturday,clear,0,3000.0,9.8,100,55.08
7-15,23,Monday,fog,0,3000.0,9.8,106.89,49.32
7-15,2,Friday,rain,0,3000.0,9.8,100,47.62
7-15,13,Saturday,rain,0,3000.0,9.8,100,50.39
7-15,2,Saturday,clear,1,3000.0,9.8,100,55.81
7-15,18,Friday,clear,0,3000.0,9.8,100,52.07
7-15,13,Wednesday,fog,0,3000.0,9.8,148.28,47.38
7-15,2,Tuesday,fog,1,3000.0,9.8,100,50.19
7-15,17,Sunday,fog,0,3000.0,9.8,100,43.29
7-15,21,Monday,rain,0,3000.0,9.8,100,46.78
7-15,1,Tuesday,clear,0,3000.0,9.8,100,51.38
7-15,23,Sunday,clear,0,3000.0,9.8,100,56.5
7-15,20,Saturday,clear,0,3000.0,9.8,100,54.1
7-15,5,Sunday,fog,1,3000.0,9.8,100,52.3
7-15,4,Friday,cloudy,0,3000.0,9.8,100,53.9
7-15,2,Tuesday,clear,0,3000.0,9.8,100,53.48
7-15,16,Thursday,clear,0,3000.0,9.8,100,48.28
7-15,5,Friday,fog,0,3000.0,9.8,100,49.97
7-15,11,Friday,cloudy,0,3000.0,9.8,100,53.54
7-15,10,Saturday,fog,0,3000.0,9.8,123.92,43.21
7-15,12,Monday,rain,0,3000.0,9.8,100,47.47
7-15,0,Sunday,fog,1,3000.0,9.8,100,49.9
7-15,18,Friday,clear,0,3000.0,9.8,100,50.93
7-15,3,Saturday,fog,0,3000.0,9.8,100,47.81
7-15,6,Saturday,cloudy,0,3000.0,9.8,100,51.63
7-15,23,Tuesday,rain,0,3000.0,9.8,100,46.9
7-15,3,Monday,fog,1,3000.0,9.8,100,51.43
7-15,22,Tuesday,cloudy,0,3000.0,9.8,100,52.11
7-15,16,Monday,clear,0,3000.0,9.8,100,50.38
7-15,23,Wednesday,fog,0,3000.0,9.8,136.75,52.31
7-15,7,Saturday,cloudy,0,3000.0,9.8,100,48.41
7-15,21,Sunday,cloudy,0,3000.0,9.8,100,54.94
7-15,21,Thursday,rain,0,3000.0,9.8,100,49.82
7-15,20,Saturday,cloudy,0,3000.0,9.8,100,50.76
7-15,14,Friday,cloudy,1,3000.0,9.8,100,51.81
7-15,21,Monday,cloudy,0,3000.0,9.8,100,55.91
7-15,23,Sunday,rain,0,3000.0,9.8,100,51.07
7-15,5,Sunday,clear,0,3000.0,9.8,144.39,55.83
7-15,17,Tuesday,cloudy,0,3000.0,9.8,100,45.44
7-15,23,Wednesday,cloudy,1,3000.0,9.8,100,52.06
7-15,6,Thursday,cloudy,0,3000.0,9.8,145.0,53.34
7-15,15,Sunday,fog,0,3000.0,9.8,100,43.08
7-15,1,Saturday,fog,1,3000.0,9.8,100,50.29
7-15,9,Friday,cloudy,0,3000.0,9.8,129.82,44.76
7-15,20,Sunday,cloudy,0,3000.0,9.8,100,51.99
7-15,7,Wednesday,cloudy,0,3000.0,9.8,100,47.51
7-15,0,Wednesday,clear,0,3000.0,9.8,100,56.65
7-15,6,Thursday,fog,0,3000.0,9.8,100,47.39
7-15,7,Friday,rain,0,3000.0,9.8,121.14,44.52
7-15,15,Tuesday,cloudy,0,3000.0,9.8,104.83,50.03
7-15,14,Thursday,rain,0,3000.0,9.8,120.94,49.06
7-15,20,Saturday,fog,1,3000.0,9.8,103.05,49.76
7-15,14,Thursday,clear,0,3000.0,9.8,100,52.22
7-15,9,Monday,clear,0,3000.0,9.8,100,51.04
7-15,18,Thursday,rain,0,3000.0,9.8,100,43.34
7-15,9,Tuesday,rain,0,3000.0,9.8,100,39.86
7-15,23,Monday,fog,1,3000.0,9.8,131.31,47.96
7-15,7,Sunday,cloudy,0,3000.0,9.8,100,48.09
7-15,23,Friday,clear,0,3000.0,9.8,100,55.44
8-10,17,Monday,cloudy,0,2200.0,3.3,100,49.26
8-10,16,Saturday,fog,1,2200.0,3.3,100,43.51
8-10,4,Saturday,cloudy,1,2200.0,3.3,132.95,51.33
8-10,21,Tuesday,clear,1,2200.0,3.3,100,52.99
8-10,19,Thursday,rain,0,2200.0,3.3,100,41.18
8-10,8,Friday,clear,1,2200.0,3.3,133.54,46.99
8-10,1,Friday,clear,1,2200.0,3.3,100,56.68
8-10,13,Tuesday,clear,0,2200.0,3.3,100,52.12
8-10,17,Tuesday,cloudy,0,2200.0,3.3,100,47.34
8-10,22,Friday,rain,1,2200.0,3.3,100,49.68
8-10,20,Saturday,fog,0,2200.0,3.3,100,50.05
8-10,4,Friday,fog,0,2200.0,3.3,107.46,50.1
8-10,3,Saturday,rain,0,2200.0,3.3,100,47.53
8-10,4,Wednesday,fog,0,2200.0,3.3,100,47.51
8-10,21,Thursday,cloudy,1,2200.0,3.3,100,54.32
8-10,23,Tuesday,fog,0,2200.0,3.3,101.79,51.0
8-10,17,Monday,cloudy,0,2200.0,3.3,100,48.54
8-10,8,Tuesday,fog,0,2200.0,3.3,100,46.41
8-10,15,Sunday,fog,0,2200.0,3.3,100,44.21
8-10,20,Thursday,fog,0,2200.0,3.3,100,51.94
8-10,4,Friday,rain,0,2200.0,3.3,100,50.0
8-10,15,Wednesday,rain,1,2200.0,3.3,100,40.11
8-10,22,Wednesday,fog,0,2200.0,3.3,100,51.5
8-10,15,Monday,fog,0,2200.0,3.3,100,43.45
8-10,18,Wednesday,rain,1,2200.0,3.3,100,45.75
8-10,0,Wednesday,cloudy,1,2200.0,3.3,100,54.53
8-10,13,Monday,cloudy,1,2200.0,3.3,100,51.67
8-10,8,Thursday,clear,1,2200.0,3.3,100,48.94
8-10,17,Monday,clear,0,2200.0,3.3,100,50.74
8-10,0,Tuesday,cloudy,0,2200.0,3.3,100,50.51
8-10,20,Monday,cloudy,0,2200.0,3.3,100,54.32
8-10,16,Thursday,clear,0,2200.0,3.3,100,46.94
8-10,9,Friday,fog,0,2200.0,3.3,100,44.83
8-10,15,Thursday,cloudy,0,2200.0,3.3,100,47.73
8-10,23,Friday,clear,0,2200.0,3.3,100,54.54
8-10,19,Friday,rain,0,2200.0,3.3,133.38,44.49
8-10,1,Thursday,rain,1,2200.0,3.3,100,45.21
8-10,16,Monday,cloudy,1,2200.0,3.3,100,45.3
8-10,11,Friday,fog,0,2200.0,3.3,100,49.77
8-10,4,Monday,rain,0,2200.0,3.3,100,45.75
8-10,2,Tuesday,cloudy,0,2200.0,3.3,100,54.21
8-10,13,Friday,fog,0,2200.0,3.3,100,48.95
8-10,18,Sunday,cloudy,0,2200.0,3.3,100,47.2
8-10,2,Monday,cloudy,1,2200.0,3.3,100,55.25
8-10,16,Saturday,clear,0,2200.0,3.3,100,46.55
8-10,5,Thursday,cloudy,1,2200.0,3.3,100,53.47
8-10,6,Wednesday,fog,0,2200.0,3.3,100,48.7
8-10,19,Monday,fog,0,2200.0,3.3,100,47.56
8-10,18,Tuesday,clear,0,2200.0,3.3,100,50.19
8-10,9,Tuesday,rain,0,2200.0,3.3,100,44.69
8-10,0,Monday,clear,1,2200.0,3.3,100,52.84
8-10,22,Tuesday,cloudy,0,2200.0,3.3,100,50.51
8-10,23,Friday,fog,0,2200.0,3.3,100,49.37
8-10,12,Wednesday,fog,0,2200.0,3.3,100,52.65
8-10,13,Sunday,rain,0,2200.0,3.3,148.03,44.36
8-10,0,Saturday,cloudy,1,2200.0,3.3,100,51.86
8-10,5,Saturday,clear,0,2200.0,3.3,100,53.59
8-10,18,Thursday,rain,0,2200.0,3.3,100,43.46
8-10,4,Saturday,fog,0,2200.0,3.3,100,48.09
8-10,17,Tuesday,fog,0,2200.0,3.3,100,47.19
8-10,10,Friday,fog,0,2200.0,3.3,100,45.17
8-10,6,Sunday,fog,0,2200.0,3.3,100,48.92
8-10,6,Saturday,rain,0,2200.0,3.3,100,47.44
8-10,6,Monday,clear,1,2200.0,3.3,100,52.39
8-10,3,Sunday,fog,0,2200.0,3.3,100,51.72
8-10,22,Sunday,rain,1,2200.0,3.3,100,46.93
8-10,22,Monday,rain,0,2200.0,3.3,100,47.12
8-10,4,Thursday,clear,0,2200.0,3.3,100,52.74
